condition_group,condition,therapy_group,therapy,clinicaltrials_n,pubmed_n,trials_url,articles_url,year_min,year_max,study_types,countries,evidence_direction,effect_size_estimate,quality_rating,sample_size_min,source,country,last_updated
Musculoskeletal & Pain,Low Back Pain,Mind–Body,Meditation,23,227,https://clinicaltrials.gov/search?cond=%28Low+Back+Pain%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Low+Back+Pain%22+OR+%22low+back+pain%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Low Back Pain,Mind–Body,Qi Gong,6,39,https://clinicaltrials.gov/search?cond=%28Low+Back+Pain%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Low+Back+Pain%22+OR+%22low+back+pain%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Low Back Pain,Mind–Body,Tai Chi,2,84,https://clinicaltrials.gov/search?cond=%28Low+Back+Pain%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Low+Back+Pain%22+OR+%22low+back+pain%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Low Back Pain,Mind–Body,Yoga,28,297,https://clinicaltrials.gov/search?cond=%28Low+Back+Pain%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Low+Back+Pain%22+OR+%22low+back+pain%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Menopause,Traditional,Acupuncture,11,310,https://clinicaltrials.gov/search?cond=%28Menopause%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Menopause%22+OR+%22menopause%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Menopause,Behavioural & Lifestyle,Aromatherapy,1,39,https://clinicaltrials.gov/search?cond=%28Menopause%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Menopause%22+OR+%22menopause%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Menopause,Traditional,Ayurveda,0,14,https://clinicaltrials.gov/search?cond=%28Menopause%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Menopause%22+OR+%22menopause%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Menopause,Behavioural & Lifestyle,Cognitive Behavioural Therapy,8,187,https://clinicaltrials.gov/search?cond=%28Menopause%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Menopause%22+OR+%22menopause%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Menopause,Behavioural & Lifestyle,Exercise Therapy,2,496,https://clinicaltrials.gov/search?cond=%28Menopause%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Menopause%22+OR+%22menopause%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Menopause,Traditional,Herbal,3,1060,https://clinicaltrials.gov/search?cond=%28Menopause%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Menopause%22+OR+%22menopause%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Menopause,Behavioural & Lifestyle,Massage,1,63,https://clinicaltrials.gov/search?cond=%28Menopause%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Menopause%22+OR+%22menopause%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Menopause,Mind–Body,Meditation,5,105,https://clinicaltrials.gov/search?cond=%28Menopause%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Menopause%22+OR+%22menopause%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Menopause,Mind–Body,Qi Gong,1,11,https://clinicaltrials.gov/search?cond=%28Menopause%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Menopause%22+OR+%22menopause%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Menopause,Mind–Body,Tai Chi,0,28,https://clinicaltrials.gov/search?cond=%28Menopause%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Menopause%22+OR+%22menopause%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Menopause,Mind–Body,Yoga,9,131,https://clinicaltrials.gov/search?cond=%28Menopause%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Menopause%22+OR+%22menopause%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Migraine,Traditional,Acupuncture,28,837,https://clinicaltrials.gov/search?cond=%28Migraine%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Migraine%22+OR+%22migraine%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Migraine,Behavioural & Lifestyle,Aromatherapy,1,28,https://clinicaltrials.gov/search?cond=%28Migraine%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Migraine%22+OR+%22migraine%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Migraine,Traditional,Ayurveda,0,24,https://clinicaltrials.gov/search?cond=%28Migraine%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Migraine%22+OR+%22migraine%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Migraine,Behavioural & Lifestyle,Cognitive Behavioural Therapy,7,287,https://clinicaltrials.gov/search?cond=%28Migraine%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Migraine%22+OR+%22migraine%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Migraine,Behavioural & Lifestyle,Exercise Therapy,3,144,https://clinicaltrials.gov/search?cond=%28Migraine%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Migraine%22+OR+%22migraine%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Migraine,Traditional,Herbal,0,399,https://clinicaltrials.gov/search?cond=%28Migraine%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Migraine%22+OR+%22migraine%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Migraine,Behavioural & Lifestyle,Massage,4,126,https://clinicaltrials.gov/search?cond=%28Migraine%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Migraine%22+OR+%22migraine%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Migraine,Mind–Body,Meditation,16,152,https://clinicaltrials.gov/search?cond=%28Migraine%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Migraine%22+OR+%22migraine%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Migraine,Mind–Body,Qi Gong,0,7,https://clinicaltrials.gov/search?cond=%28Migraine%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Migraine%22+OR+%22migraine%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Migraine,Mind–Body,Tai Chi,3,11,https://clinicaltrials.gov/search?cond=%28Migraine%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Migraine%22+OR+%22migraine%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Migraine,Mind–Body,Yoga,1,64,https://clinicaltrials.gov/search?cond=%28Migraine%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Migraine%22+OR+%22migraine%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Myofascial Pain,Traditional,Acupuncture,9,359,https://clinicaltrials.gov/search?cond=%28Myofascial+Pain%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Myofascial+Pain%22+OR+%22myofascial+pain+syndromes%22+OR+%22myofascial+pain%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Myofascial Pain,Behavioural & Lifestyle,Aromatherapy,0,2,https://clinicaltrials.gov/search?cond=%28Myofascial+Pain%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Myofascial+Pain%22+OR+%22myofascial+pain+syndromes%22+OR+%22myofascial+pain%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Myofascial Pain,Traditional,Ayurveda,0,1,https://clinicaltrials.gov/search?cond=%28Myofascial+Pain%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Myofascial+Pain%22+OR+%22myofascial+pain+syndromes%22+OR+%22myofascial+pain%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Myofascial Pain,Behavioural & Lifestyle,Cognitive Behavioural Therapy,1,24,https://clinicaltrials.gov/search?cond=%28Myofascial+Pain%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Myofascial+Pain%22+OR+%22myofascial+pain+syndromes%22+OR+%22myofascial+pain%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Myofascial Pain,Behavioural & Lifestyle,Exercise Therapy,2,134,https://clinicaltrials.gov/search?cond=%28Myofascial+Pain%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Myofascial+Pain%22+OR+%22myofascial+pain+syndromes%22+OR+%22myofascial+pain%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Myofascial Pain,Traditional,Herbal,0,9,https://clinicaltrials.gov/search?cond=%28Myofascial+Pain%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Myofascial+Pain%22+OR+%22myofascial+pain+syndromes%22+OR+%22myofascial+pain%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Myofascial Pain,Behavioural & Lifestyle,Massage,7,122,https://clinicaltrials.gov/search?cond=%28Myofascial+Pain%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Myofascial+Pain%22+OR+%22myofascial+pain+syndromes%22+OR+%22myofascial+pain%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Myofascial Pain,Mind–Body,Meditation,0,6,https://clinicaltrials.gov/search?cond=%28Myofascial+Pain%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Myofascial+Pain%22+OR+%22myofascial+pain+syndromes%22+OR+%22myofascial+pain%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Myofascial Pain,Mind–Body,Qi Gong,0,0,https://clinicaltrials.gov/search?cond=%28Myofascial+Pain%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Myofascial+Pain%22+OR+%22myofascial+pain+syndromes%22+OR+%22myofascial+pain%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Myofascial Pain,Mind–Body,Tai Chi,0,0,https://clinicaltrials.gov/search?cond=%28Myofascial+Pain%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Myofascial+Pain%22+OR+%22myofascial+pain+syndromes%22+OR+%22myofascial+pain%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Myofascial Pain,Mind–Body,Yoga,1,7,https://clinicaltrials.gov/search?cond=%28Myofascial+Pain%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Myofascial+Pain%22+OR+%22myofascial+pain+syndromes%22+OR+%22myofascial+pain%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neck Pain,Traditional,Acupuncture,26,522,https://clinicaltrials.gov/search?cond=%28Neck+Pain%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neck+Pain%22+OR+%22neck+pain%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neck Pain,Behavioural & Lifestyle,Aromatherapy,1,1,https://clinicaltrials.gov/search?cond=%28Neck+Pain%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neck+Pain%22+OR+%22neck+pain%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neck Pain,Traditional,Ayurveda,0,3,https://clinicaltrials.gov/search?cond=%28Neck+Pain%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neck+Pain%22+OR+%22neck+pain%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neck Pain,Behavioural & Lifestyle,Cognitive Behavioural Therapy,3,93,https://clinicaltrials.gov/search?cond=%28Neck+Pain%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neck+Pain%22+OR+%22neck+pain%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neck Pain,Behavioural & Lifestyle,Exercise Therapy,29,950,https://clinicaltrials.gov/search?cond=%28Neck+Pain%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neck+Pain%22+OR+%22neck+pain%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neck Pain,Traditional,Herbal,2,49,https://clinicaltrials.gov/search?cond=%28Neck+Pain%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neck+Pain%22+OR+%22neck+pain%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neck Pain,Behavioural & Lifestyle,Massage,30,286,https://clinicaltrials.gov/search?cond=%28Neck+Pain%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neck+Pain%22+OR+%22neck+pain%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neck Pain,Mind–Body,Meditation,0,45,https://clinicaltrials.gov/search?cond=%28Neck+Pain%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neck+Pain%22+OR+%22neck+pain%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neck Pain,Mind–Body,Qi Gong,3,30,https://clinicaltrials.gov/search?cond=%28Neck+Pain%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neck+Pain%22+OR+%22neck+pain%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neck Pain,Mind–Body,Tai Chi,3,25,https://clinicaltrials.gov/search?cond=%28Neck+Pain%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neck+Pain%22+OR+%22neck+pain%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neck Pain,Mind–Body,Yoga,13,76,https://clinicaltrials.gov/search?cond=%28Neck+Pain%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neck+Pain%22+OR+%22neck+pain%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neuropathic Pain,Traditional,Acupuncture,47,1303,https://clinicaltrials.gov/search?cond=%28Neuropathic+Pain%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neuropathic+Pain%22+OR+%22neuropathic+pain%22+OR+%22neuralgia%22+OR+%22peripheral+neuropathy%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neuropathic Pain,Behavioural & Lifestyle,Aromatherapy,0,38,https://clinicaltrials.gov/search?cond=%28Neuropathic+Pain%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neuropathic+Pain%22+OR+%22neuropathic+pain%22+OR+%22neuralgia%22+OR+%22peripheral+neuropathy%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neuropathic Pain,Traditional,Ayurveda,0,33,https://clinicaltrials.gov/search?cond=%28Neuropathic+Pain%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neuropathic+Pain%22+OR+%22neuropathic+pain%22+OR+%22neuralgia%22+OR+%22peripheral+neuropathy%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neuropathic Pain,Behavioural & Lifestyle,Cognitive Behavioural Therapy,2,127,https://clinicaltrials.gov/search?cond=%28Neuropathic+Pain%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neuropathic+Pain%22+OR+%22neuropathic+pain%22+OR+%22neuralgia%22+OR+%22peripheral+neuropathy%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neuropathic Pain,Behavioural & Lifestyle,Exercise Therapy,7,386,https://clinicaltrials.gov/search?cond=%28Neuropathic+Pain%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neuropathic+Pain%22+OR+%22neuropathic+pain%22+OR+%22neuralgia%22+OR+%22peripheral+neuropathy%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neuropathic Pain,Traditional,Herbal,0,659,https://clinicaltrials.gov/search?cond=%28Neuropathic+Pain%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neuropathic+Pain%22+OR+%22neuropathic+pain%22+OR+%22neuralgia%22+OR+%22peripheral+neuropathy%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neuropathic Pain,Behavioural & Lifestyle,Massage,5,155,https://clinicaltrials.gov/search?cond=%28Neuropathic+Pain%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neuropathic+Pain%22+OR+%22neuropathic+pain%22+OR+%22neuralgia%22+OR+%22peripheral+neuropathy%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neuropathic Pain,Mind–Body,Meditation,4,87,https://clinicaltrials.gov/search?cond=%28Neuropathic+Pain%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neuropathic+Pain%22+OR+%22neuropathic+pain%22+OR+%22neuralgia%22+OR+%22peripheral+neuropathy%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
